"Rank","Year","Artist","artist_name","Track","track_name","track_number","disc_number","album_name","album_type","artist_id","track_id","album_release_date","album_release_year","duration_ms","danceability","energy","key","key_name","key_mode","mode","mode_name","time_signature","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo"
78,2019,"kacey musgraves","kacey musgraves","rainbow","rainbow",13,1,"Golden Hour","album","70kkdajctXSbqSMJbQO424","79qxwHypONUt3AFq0WPpT9","2018-03-30",2018,214293,0.581,0.197,3,"D#","D# major",1,"major",4,-7.697,0.0329,0.88,0,0.107,0.349,130.367
78,2020,"dustin lynch","dustin lynch","mommas house","mommas house",1,1,"Tullahoma","album","1dID9zgn0OV0Y8ud7Mh2tS","51FVpJr3WL7vvdfCa7j2jr","2020-01-17",2020,220160,0.633,0.858,11,"B","B minor",0,"minor",4,-3.509,0.0356,0.278,0,0.315,0.541,119.998
79,2011,"eric church","eric church","smoke a little smoke","smoke a little smoke",7,1,"Carolina","album","2IvkS5MXK0vPGnwyJsrEyV","1ESipSqVefdknPg5IBKFND","2009-01-01",2009,191333,0.77,0.641,10,"A#","A# minor",0,"minor",4,-6.077,0.035,0.0206,0.00023,0.106,0.639,96.98
79,2012,"kenny chesney","kenny chesney","el cerrito place","el cerrito place",12,1,"Welcome To The Fishbowl (Track by Track)","album","3grHWM9bx2E9vwJCdlRv9O","0aYLe4uhtnRbUEqeECM2Gf","2012-06-19",2012,351613,0.596,0.505,4,"E","E major",1,"major",4,-7.597,0.0272,0.138,0,0.0755,0.289,134.049
79,2013,"eric church","eric church","creepin","creepin",1,1,"Chief","album","2IvkS5MXK0vPGnwyJsrEyV","2krJlC7MXXpOdPipgc0TaS","2011-01-01",2011,232720,0.464,0.889,5,"F","F major",1,"major",4,-5.042,0.0497,0.0389,0.0272,0.31,0.539,87.858
79,2014,"zac brown band","zac brown band","all alright","all alright",1,1,"The Grohl Sessions, Vol. 1","single","6yJCxee7QumYr820xdIsjo","4F8muipW1kYeh4268FvU4L","2013-12-10",2013,263265,0.445,0.554,8,"G#","G# major",1,"major",4,-6.752,0.0264,0.072,7.76e-05,0.111,0.507,77.708
79,2015,"lady a","lady a","long stretch of love","long stretch of love",1,1,"747 (Deluxe)","album","32WkQRZEVKSzVAAYqukAEA","03czaHVkTu4LAKz1H2KfIf","2014-09-30",2014,171746,0.534,0.937,1,"C#","C# major",1,"major",4,-2.267,0.0504,0.0796,0,0.0476,0.484,102.161
79,2016,"luke bryan","luke bryan","strip it down","strip it down",3,1,"Kill The Lights","album","0BvkDsjIUla7X0k6CSWh1I","3PqpjQPv4ciXBsPBT6rRtm","2015-08-07",2015,241666,0.633,0.878,9,"A","A major",1,"major",4,-3.571,0.0451,0.379,0,0.0746,0.718,137.967
79,2017,"morgan wallen","morgan wallen","the way i talk","the way i talk",10,1,"If I Know Me","album","4oUHIQIBe0LHzYfvXNW4QM","21LRaD9rB3v7p7DDCZsW4y","2018-04-27",2018,208280,0.604,0.879,4,"E","E major",1,"major",4,-3.388,0.0322,0.0468,0,0.0909,0.757,137.983
79,2018,"midland","midland","burn out","burn out",11,1,"On The Rocks (Big Machine Radio Release Special)","album","1DTZRmlVZBxx2wRQBtx6yi","3AtVFkmdR1eS5TEHLJZxFm","2017-09-22",2017,189613,0.671,0.724,7,"G","G major",1,"major",4,-5.61,0.0244,0.292,0,0.231,0.801,99.976
79,2019,"zac brown band","zac brown band","someone i used to know","someone i used to know",1,1,"Someone I Used To Know","single","6yJCxee7QumYr820xdIsjo","5aqvybEIgCKq9QJdv0AZ3U","2019-01-11",2019,209264,0.621,0.746,6,"F#","F# minor",0,"minor",4,-5.69,0.03,0.000927,0.00108,0.102,0.334,107.953
79,2020,"eric church","eric church","stick that in your country song","stick that in your country song",1,1,"Stick That In Your Country Song","single","2IvkS5MXK0vPGnwyJsrEyV","5lH14PEjAXYuMTz0Dd4L1D","2020-06-25",2020,228706,0.536,0.863,0,"C","C minor",0,"minor",4,-5.081,0.0362,0.0658,0.172,0.118,0.405,89.979
80,2011,"hunter hayes","hunter hayes","storm warning","storm warning",1,1,"Hunter Hayes (Encore)","album","7H6dkUChT5EoOQtUVMg4cN","0I8Vu79U5HAQhX7gFg4mgt","2011",2011,239906,0.483,0.843,2,"D","D major",1,"major",4,-5.62,0.0835,0.0331,0,0.134,0.772,185.998
80,2012,"chris young","chris young","neon","neon",5,1,"Neon","album","4BYxqVkZyFjtik7crYLg5Q","575wNG8uXiF5jjaSdWqdxZ","2011-07-11",2011,224160,0.6,0.599,0,"C","C major",1,"major",4,-6.102,0.0276,0.401,0,0.102,0.496,99.05
80,2013,"scotty mccreery","scotty mccreery","see you tonight","see you tonight",2,1,"See You Tonight","album","6ZV6lGY0prbqpTD0Md8i29","54RCDE1TAewECyX4WDUVm1","2013-01-01",2013,226320,0.497,0.816,9,"A","A major",1,"major",4,-6.489,0.0563,0.217,0,0.171,0.512,169.966
80,2014,"raelynn","raelynn","god made girls","god made girls",1,1,"Me EP","single","5dMnvpYEfXvSexjwnSRH5n","7GQ5vlRMY5czwpwcxHBAJZ","2015-01-13",2015,214320,0.491,0.913,3,"D#","D# major",1,"major",4,-2.855,0.0295,0.096,1.32e-06,0.176,0.802,156.061
80,2015,"reba mcentire","reba mcentire","going out like that","going out like that",1,1,"Love Somebody (Deluxe Edition)","album","02rd0anEWfMtF7iMku9uor","0IMcinfksI7oGOl395It5c","2015-01-01",2015,222493,0.635,0.835,6,"F#","F# major",1,"major",4,-4.729,0.0331,0.00191,1.83e-06,0.201,0.476,124.012
80,2016,"brad paisley","brad paisley","country nation","country nation",14,1,"Moonshine in the Trunk","album","13YmWQJFwgZrd4bf5IjMY4","4yL5WpJZmoxAV4udhE55VY","2014-08-25",2014,225413,0.387,0.861,4,"E","E major",1,"major",4,-5.529,0.0413,0.0389,0.00047,0.1,0.482,177.94
80,2017,"miranda lambert","miranda lambert","we should be friends","we should be friends",5,1,"The Weight of These Wings","album","66lH4jAE7pqPlOlzUKbwA0","66hAuG73iyknIMW4icfEGg","2016-11-18",2016,170746,0.622,0.701,0,"C","C major",1,"major",4,-6.212,0.118,0.325,0,0.123,0.777,161.094
80,2018,"dustin lynch","dustin lynch","good girl","good girl",11,1,"Tullahoma","album","1dID9zgn0OV0Y8ud7Mh2tS","3NgcaTIgVh77DdwAInp996","2020-01-17",2020,189533,0.711,0.696,7,"G","G major",1,"major",4,-5.05,0.0869,0.16,0,0.17,0.694,80.512
80,2019,"midland","midland","mr lonely","mr lonely",6,1,"Let It Roll (Big Machine Radio Release Special)","album","1DTZRmlVZBxx2wRQBtx6yi","1amymMlEZadOfLCWYQinRj","2019-08-23",2019,180404,0.589,0.878,4,"E","E major",1,"major",4,-4.493,0.0359,0.0247,1.07e-05,0.285,0.836,149.983
80,2020,"kenny chesney","kenny chesney","happy does","happy does",8,1,"Here And Now","album","3grHWM9bx2E9vwJCdlRv9O","2v08cjj3Th8RpfJgluECcj","2020-05-01",2020,168733,0.715,0.665,6,"F#","F# major",1,"major",4,-5.486,0.0383,0.3,0,0.123,0.597,109.018
81,2011,"craig campbell","craig campbell","fish","fish",7,1,"Craig Campbell","album","7tkwiWhGKSuQV8LwPWceWN","3vkieK8FFhFnPtNRGAqVu1","2011-04-05",2011,167680,0.628,0.667,6,"F#","F# major",1,"major",4,-6.282,0.0385,0.163,0,0.127,0.584,160.01
81,2013,"jake owen","jake owen","days of gold","days of gold",1,1,"Days of Gold","album","1n2pb9Tsfe4SwAjmUac6YT","5ETe7SElBIgm2NAZY3SpX4","2013-12-02",2013,201373,0.476,0.991,10,"A#","A# major",1,"major",4,-3.458,0.052,0.0446,0.00574,0.128,0.453,111.03
81,2014,"dan and shay","dan and shay","show you off","show you off",1,1,"Show You Off","single","7z5WFjZAIYejWy0NI5lv4T","6jwEaYcBMil5kYR35BCMZT","2014-03-18",2014,183280,0.543,0.851,11,"B","B major",1,"major",4,-4.197,0.0381,0.207,0,0.0655,0.779,166.054
81,2015,"big  rich","big  rich","run away with you","run away with you",6,1,"Gravity","album","0oBEeN6BCxEgMogzThqrPf","0WgQTMtmw8qJievyeqfnnS","2014-09-23",2014,224960,0.535,0.803,6,"F#","F# minor",0,"minor",4,-4.116,0.0465,0.141,0,0.297,0.342,147.902
81,2016,"tim mcgraw","tim mcgraw","top of the world","top of the world",7,1,"Damn Country Music (Deluxe Edition)","album","6roFdX1y5BYSbp60OTJWMd","06s2xqfSDROCIhzxH5Hsu6","2015-01-01",2015,233973,0.676,0.791,8,"G#","G# major",1,"major",4,-5.64,0.0383,0.29,0,0.487,0.944,141.214
81,2017,"old dominion","old dominion","written in the sand","written in the sand",6,1,"Happy Endings","album","6y8XlgIV8BLlIg1tT1R10i","2A69wys3S9uiPSmn6UZWJn","2017-08-25",2017,184080,0.725,0.438,6,"F#","F# major",1,"major",4,-9.602,0.0575,0.593,0,0.0842,0.76,83.984
81,2018,"tim mcgraw  faith hill","faith hill","the rest of our life","the rest of our life",1,1,"The Rest of Our Life","album","25NQNriVT2YbSW80ILRWJa","19P6cJstaoQJHtHW3HOGcg","2017-11-17",2017,225360,0.617,0.468,2,"D","D major",1,"major",3,-6.908,0.0291,0.65,0,0.141,0.333,119.921
81,2019,"kip moore","kip moore","last shot","last shot",11,1,"Slowheart","album","2hJPr4lk7Q8SSvCVBl9fWM","6n5rZJIQyJKpKg6CiQNQun","2017-09-08",2017,228480,0.491,0.849,4,"E","E major",1,"major",4,-4.833,0.048,0.0019,0,0.323,0.394,147.93
81,2020,"ryan hurd","ryan hurd","to a t","to a t",1,1,"To a T","single","7lDVEkjIURPMyUYwoQRrpw","64wjSAPLRnrjNByQCxnX3u","2019-01-04",2019,178813,0.687,0.641,11,"B","B major",1,"major",4,-5.814,0.03,0.17,0,0.111,0.663,120.04
82,2011,"the band perry","the band perry","if i die young","if i die young",3,1,"The Band Perry","album","75FnCoo4FBxH5K1Rrx0k5A","4aY0tZIaboefmkBEsjAovI","2010",2010,222773,0.606,0.497,4,"E","E major",1,"major",4,-6.611,0.0277,0.348,0,0.275,0.362,130.739
82,2012,"brad paisley","brad paisley","southern comfort zone","southern comfort zone",2,1,"Wheelhouse","album","13YmWQJFwgZrd4bf5IjMY4","2lfmRyTLtsTCkLwMQcFSQk","2013-04-09",2013,316986,0.431,0.876,4,"E","E major",1,"major",4,-6.109,0.0658,0.0771,1.81e-05,0.0998,0.519,160
82,2013,"gary allan","gary allan","pieces","pieces",11,1,"Set You Free","album","37W8SKV5Vc8lcGtdyWCA5m","2VPKVC79yT2xdSMJcpT8PV","2013",2013,203493,0.581,0.848,9,"A","A major",1,"major",4,-6.469,0.0374,0.00217,0,0.11,0.6,118.042
82,2014,"tim mcgraw","tim mcgraw","lookin for that girl","lookin for that girl",12,1,"Sundown Heaven Town (Deluxe Edition)","album","6roFdX1y5BYSbp60OTJWMd","2jcRhJOXGbDpI8LkoJ5prn","2014-01-01",2014,258586,0.505,0.838,6,"F#","F# major",1,"major",4,-4.429,0.036,0.00537,2.17e-05,0.127,0.376,76.963
82,2015,"keith urban","keith urban","somewhere in my car","somewhere in my car",1,1,"Fuse (Deluxe Edition)","album","0u2FHSq3ln94y5Q57xazwf","1jHD7udogrV5vAYLNV8kwO","2013-01-01",2013,236906,0.6,0.867,10,"A#","A# major",1,"major",4,-5.394,0.0367,0.0072,6.25e-05,0.116,0.619,118.032
82,2017,"lee brice","lee brice","boy","boy",4,1,"Lee Brice","album","5Zq7R5qmi58ByYyBQTlNuk","7A8OfzqXBHYGk61FZTHoeo","2017-11-03",2017,198973,0.498,0.408,6,"F#","F# major",1,"major",4,-7.946,0.0331,0.644,0,0.0993,0.383,78.942
82,2018,"jordan davis","jordan davis","take it from me","take it from me",1,1,"Take It From Me","single","77kULmXAQ6vWer7IIHdGzI","7JK0nPw98vJmgEElMUfg5v","2017-10-20",2017,174254,0.6,0.892,10,"A#","A# major",1,"major",4,-3.117,0.0521,0.0291,0,0.352,0.595,100.057
82,2019,"ingrid andress","ingrid andress","more hearts than mine","more hearts than mine",1,1,"More Hearts Than Mine","single","0jPnVIasXzBYjrlpO5irii","0LcspVKJxhEQQSvVMiTPWz","2019-04-05",2019,214160,0.573,0.428,0,"C","C major",1,"major",4,-7.414,0.0263,0.112,0,0.114,0.4,80.907
82,2020,"florida georgia line","florida georgia line","blessings","blessings",34,1,"Can't Say I Ain't Country (Big Machine Radio Release Special)","album","3b8QkneNDz4JHKKKlLgYZg","2Lire3wAzyrrYPEg46ldkE","2019-02-15",2019,198520,0.466,0.672,4,"E","E major",1,"major",4,-5.926,0.036,0.737,0,0.0858,0.334,89.081
83,2011,"edens edge","edens edge","amen","amen",1,1,"Edens Edge EP","single","6KAwb5D0KanI575XxOucMt","53xXZW8WANuGfZEFSlwe6J","2011-01-01",2011,228320,0.513,0.619,5,"F","F major",1,"major",4,-5.539,0.0299,0.301,1.28e-06,0.145,0.497,179.005
83,2012,"andy gibson","andy gibson","wanna make you love me","wanna make you love me",1,1,"Wanna Make You Love Me","single","6ZPYl4f1MjG1cJYQDfJefi","2g9x3RYK0aRRNkEI43KGN3","2012-04-24",2012,170306,0.507,0.693,9,"A","A major",1,"major",4,-3.95,0.0271,0.00227,4.58e-05,0.0631,0.356,92.024
83,2013,"jake owen","jake owen","the one that got away","the one that got away",11,1,"Barefoot Blue Jean Night","album","1n2pb9Tsfe4SwAjmUac6YT","7oizkVPKiJYU5CyTjrcVp0","2011-08-26",2011,194173,0.576,0.865,0,"C","C major",1,"major",4,-3.288,0.0407,0.0343,5.32e-05,0.252,0.535,119.913
83,2014,"kip moore","kip moore","young love","young love",1,1,"Young Love","single","2hJPr4lk7Q8SSvCVBl9fWM","1jU8PY3PkrH9CyySlwjb3F","2013-01-01",2013,281080,0.419,0.621,0,"C","C major",1,"major",4,-5.616,0.0297,0.00398,0.000153,0.14,0.215,165.968
83,2015,"randy houser","randy houser","we went","we went",2,1,"Fired Up","album","56x8mYvS3cyDGAi8N2FxbB","3vFdNZTedff0LeqZjWxS1W","2016-03-11",2016,179360,0.646,0.882,4,"E","E minor",0,"minor",4,-3.77,0.0371,0.097,0,0.311,0.544,101.997
83,2016,"carrie underwood","carrie underwood","smoke break","smoke break",5,1,"Storyteller","album","4xFUf1FHVy696Q1JQZMTRj","46W2wkCzFerbeQbNz3EIaa","2015-10-23",2015,198333,0.453,0.839,11,"B","B major",1,"major",4,-3.702,0.0511,0.0513,0,0.348,0.55,160.16
83,2017,"tim mcgraw","tim mcgraw","how ill always be","how ill always be",3,1,"Damn Country Music (Deluxe Edition)","album","6roFdX1y5BYSbp60OTJWMd","0cjd1iCJ6DvmAoPqnSqW2f","2015-01-01",2015,213453,0.578,0.824,2,"D","D major",1,"major",4,-4.694,0.033,0.307,1.42e-05,0.091,0.656,93.023
83,2018,"luke combs","luke combs","mustve never met you","mustve never met you",14,1,"This One's for You Too (Deluxe Edition)","album","718COspgdWOnwOFpJHRZHS","6ojicjDYUUoeE1tdSvfFo4","2018-06-01",2018,198880,0.455,0.892,6,"F#","F# major",1,"major",4,-3.218,0.0564,0.00951,0,0.143,0.641,75.218
83,2019,"carly pearce","carly pearce","closer to you","closer to you",1,1,"Carly Pearce","album","4sIl4BTo9l9KqEi0Y3RE72","6biq5BjD7UAXpefEgDVbp5","2020-02-14",2020,187333,0.663,0.686,4,"E","E minor",0,"minor",4,-4.549,0.0304,0.124,0,0.112,0.444,111.971
83,2020,"michael ray","michael ray","her world or mine","her world or mine",6,1,"Amos","album","6ghiFYcwn2Vzl6K50U0UPz","3cFWIhrapYb2VoNOUbo9Re","2018-06-01",2018,208506,0.568,0.499,4,"E","E major",1,"major",4,-6.597,0.0288,0.635,0,0.122,0.243,143.761
84,2011,"brett eldredge","brett eldredge","raymond","raymond",11,1,"Bring You Back","album","0qSX3s5pJnAlSsgsCne8Cz","57HtzzBS9GmFzrpxTkfsWr","2013-08-06",2013,219413,0.509,0.78,11,"B","B major",1,"major",4,-3.944,0.0312,0.0524,2.92e-05,0.0897,0.31,131.064
84,2012,"jon pardi","jon pardi","missin you crazy","missin you crazy",5,1,"Write You A Song","album","4MoAOfV4ROWofLG3a3hhBN","3rYOzxOIYjq2hXPRFjCQ2v","2014-01-01",2014,198613,0.61,0.867,4,"E","E major",1,"major",4,-3.677,0.0332,0.0477,0,0.14,0.742,117.009
84,2013,"dustin lynch","dustin lynch","she cranks my tractor","she cranks my tractor",1,1,"Dustin Lynch","album","1dID9zgn0OV0Y8ud7Mh2tS","2dgHedBgiCVwAyNj8ZkCO5","2012-08-21",2012,188560,0.454,0.932,7,"G","G major",1,"major",4,-4.14,0.0526,0.0144,3.85e-06,0.455,0.84,164.027
84,2014,"hunter hayes featuring jason mraz","hunter hayes","everybodys got somebody but me","everybodys got somebody but me feat jason mraz  encore",9,1,"Hunter Hayes (Encore)","album","7H6dkUChT5EoOQtUVMg4cN","0spRhrdp5a0qHBzcYwtFIX","2011",2011,159346,0.638,0.53,5,"F","F major",1,"major",4,-6.928,0.063,0.337,0,0.179,0.882,151.618
84,2015,"jason aldean","jason aldean","burnin it down","burnin it down",3,1,"Old Boots, New Dirt","album","3FfvYsEGaIb52QPXhg4DcH","4f3ocvNFdJMmGP04kskM2J","2014-09-17",2014,219146,0.68,0.788,6,"F#","F# major",1,"major",4,-6.677,0.0466,0.31,3.82e-06,0.101,0.653,135.943
84,2016,"carrie underwood","carrie underwood","dirty laundry","dirty laundry",2,1,"Storyteller","album","4xFUf1FHVy696Q1JQZMTRj","5qRRiqndqXaq2QBudIrkYU","2015-10-23",2015,204093,0.456,0.874,10,"A#","A# minor",0,"minor",4,-4.129,0.114,0.0595,1.12e-05,0.111,0.5,200.179
84,2017,"aaron watson","aaron watson","outta style","outta style",7,1,"Vaquero","album","5BKzvAPtNXnt0LwzGvKOH3","0b1Xx3vUapY6ZOqbPMcpDq","2017-02-24",2017,222213,0.617,0.886,2,"D","D major",1,"major",4,-4.352,0.0425,0.0883,1.35e-05,0.0856,0.873,124.979
84,2018,"chase rice","chase rice","three chords  the truth","three chords  the truth",8,1,"Lambs & Lions","album","6pBNfggcZZDCmb0p92OnGn","4ruSkRHMQKBPtYAYpMf0oR","2017-11-17",2017,234186,0.44,0.889,8,"G#","G# major",1,"major",4,-4.723,0.0462,0.0275,0,0.143,0.409,166.074
84,2019,"blake shelton featuring trace adkins","blake shelton","hell right","hell right  acoustic",1,1,"Hell Right (Acoustic)","single","1UTPBmNbXNTittyMJrNkvw","3pqnxHbkanx5zZt8Md7KVY","2019-11-22",2019,207480,0.57,0.631,7,"G","G major",1,"major",4,-5.953,0.0299,0.372,2.69e-06,0.125,0.392,75.984
84,2020,"kenny chesney","kenny chesney","tip of my tongue","tip of my tongue",1,1,"Tip of My Tongue","single","3grHWM9bx2E9vwJCdlRv9O","40ufL61vEaDaaOitYhnlQ7","2019-07-12",2019,199413,0.669,0.56,5,"F","F major",1,"major",4,-5.003,0.0251,0.0821,0,0.0703,0.49,95
85,2011,"james wesley","james wesley","real","real",1,1,"Real","single","5uO9H9BS5fBbLSKw23QFdh","1fIV3luAD647fEMcrezlxk","2010-06-08",2010,216373,0.385,0.78,5,"F","F major",1,"major",4,-6.566,0.0468,0.174,0.000477,0.0781,0.37,149.825
85,2012,"alan jackson","alan jackson","so you dont have to love me anymore","so you dont have to love me anymore",5,1,"Thirty Miles West","album","4mxWe1mtYIYfP040G38yvS","12ZGDuff6MYid7PJvYMExo","2012-01-01",2012,222720,0.641,0.333,0,"C","C major",1,"major",4,-10.447,0.0285,0.267,4.05e-06,0.0942,0.204,128.007
85,2013,"florida georgia line","florida georgia line","stay","stay",6,1,"Here's To The Good Times","album","3b8QkneNDz4JHKKKlLgYZg","6eZSGtuYfNH23CZEtsPYab","2012",2012,199320,0.494,0.936,1,"C#","C# major",1,"major",4,-2.989,0.0418,0.0744,0,0.148,0.582,141.939
85,2014,"rascal flatts","rascal flatts","payback","payback",1,1,"Rewind","album","0a1gHP0HAqALbEyxaD5Ngn","05808NTlYBlB4mFNUBocRv","2014-01-01",2014,180800,0.539,0.957,2,"D","D major",1,"major",4,-5.009,0.0448,0.0072,2.17e-05,0.17,0.771,158.014
85,2015,"sam hunt","sam hunt","leave the night on","leave the night on",1,1,"X2C","single","2kucQ9jQwuD8jWdtR9Ef38","1drWXUvyjHDnZHNSvXBOGN","2014-08-12",2014,192973,0.509,0.956,9,"A","A major",1,"major",4,-3.807,0.0519,0.106,0,0.361,0.878,171.989
85,2016,"tyler farr","tyler farr","better in boots","better in boots",8,1,"Suffer in Peace","album","3vHV92ecrylnUHDM4d2MtC","1RLT391KHFFJwbDb7y3eyd","2015-04-27",2015,176093,0.614,0.805,7,"G","G major",1,"major",4,-5.34,0.0439,0.00445,2.98e-05,0.0604,0.691,80.02
85,2017,"jason aldean","jason aldean","a little more summertime","a little more summertime",2,1,"They Don't Know","album","3FfvYsEGaIb52QPXhg4DcH","3esPcn43N0CytAtcY9V30C","2016-09-09",2016,219546,0.482,0.823,9,"A","A major",1,"major",4,-4.446,0.0661,0.0386,3.69e-05,0.0948,0.451,167.665
85,2018,"midland","midland","make a little","make a little",5,1,"On The Rocks (Big Machine Radio Release Special)","album","1DTZRmlVZBxx2wRQBtx6yi","0cdyphV2sDgFUKEKOOiMbg","2017-09-22",2017,182053,0.566,0.874,4,"E","E major",1,"major",4,-5.164,0.0566,0.124,0,0.376,0.827,152.039
85,2019,"morgan evans","morgan evans","day drunk","day drunk",1,1,"Day Drunk","single","6fzQ81ouajOEFqCIB9VwrS","1YGnxla52qGpfE7FC6fj83","2018-06-08",2018,194565,0.644,0.753,10,"A#","A# major",1,"major",4,-5.448,0.0378,0.0155,0,0.0718,0.775,96.995
85,2020,"luke combs","luke combs","forever after all","forever after all",23,1,"What You See Ain't Always What You Get (Deluxe Edition)","album","718COspgdWOnwOFpJHRZHS","6IBcOGPsniK3Pso1wHIhew","2020-10-23",2020,232533,0.487,0.65,0,"C","C major",1,"major",4,-5.195,0.0253,0.191,0,0.0933,0.456,151.964
86,2011,"alan jackson","alan jackson","long way to go","long way to go",1,1,"Long Way To Go","single","4mxWe1mtYIYfP040G38yvS","5tGXX7IHa6Yu1kH5JPodT9","2011-07-15",2011,224040,0.71,0.758,4,"E","E major",1,"major",4,-9.534,0.0305,0.116,0,0.371,0.78,137.962
86,2012,"taylor swift","taylor swift","we are never ever getting back together","we are never ever getting back together",16,1,"Red (Big Machine Radio Release Special)","album","06HL4z0CvFAxyc27GXpf02","0VwNdo84DaVYLIkbVO86ND","2012-10-22",2012,193146,0.628,0.676,7,"G","G major",1,"major",4,-5.911,0.0916,0.00957,2.65e-05,0.121,0.75,85.984
86,2013,"kenny chesney","kenny chesney","el cerrito place","el cerrito place",12,1,"Welcome To The Fishbowl (Track by Track)","album","3grHWM9bx2E9vwJCdlRv9O","0aYLe4uhtnRbUEqeECM2Gf","2012-06-19",2012,351613,0.596,0.505,4,"E","E major",1,"major",4,-7.597,0.0272,0.138,0,0.0755,0.289,134.049
86,2014,"eric church","eric church","the outsiders","the outsiders",1,1,"The Outsiders (Extended Version)","album","2IvkS5MXK0vPGnwyJsrEyV","0p4qY9vlVdHFkXvfwzvvjo","2013",2013,252865,0.409,0.8,7,"G","G major",1,"major",4,-5.216,0.0746,0.272,5.29e-05,0.0921,0.321,159.943
86,2015,"parmalee","parmalee","close your eyes","close your eyes",4,1,"Feels Like Carolina","album","4TshyQDihSYXSWqvclXl3I","3Bdqlr7jQLNhITAgcBGQBG","2013-12-10",2013,214933,0.551,0.863,11,"B","B major",1,"major",4,-3.506,0.0322,0.0158,0,0.0843,0.817,143.952
86,2016,"dustin lynch","dustin lynch","seein red","seein red",2,1,"Current Mood","album","1dID9zgn0OV0Y8ud7Mh2tS","7pxhKtuTwofDIdgHx2DcVK","2017-09-08",2017,194893,0.651,0.808,1,"C#","C# minor",0,"minor",4,-4.731,0.0435,0.054,0,0.0482,0.858,100.993
86,2017,"chris stapleton","chris stapleton","parachute","parachute",4,1,"Traveller","album","4YLtscXsxbVgi031ovDDdh","5jROdl6MhcmP3O7h2sVgtw","2015-05-04",2015,253200,0.642,0.762,6,"F#","F# major",1,"major",4,-7.411,0.0296,0.00967,5.72e-05,0.182,0.605,113.038
86,2018,"blake shelton","blake shelton","turnin me on","turnin me on",6,1,"Texoma Shore","album","1UTPBmNbXNTittyMJrNkvw","02Df1JGm5Sjh2GmRAl5ClR","2017-11-03",2017,288573,0.628,0.708,11,"B","B minor",0,"minor",4,-7.045,0.0287,0.309,1.32e-06,0.109,0.276,111.047
86,2019,"jordan davis","jordan davis","slow dance in a parking lot","slow dance in a parking lot",1,1,"Slow Dance In A Parking Lot","single","77kULmXAQ6vWer7IIHdGzI","5kp3JbZL1ROMxc32pcpn29","2017-01-01",2017,193929,0.519,0.833,7,"G","G major",1,"major",4,-4.47,0.0344,0.303,1.39e-06,0.169,0.514,81.992
86,2020,"brad paisley","brad paisley","no i in beer","no i in beer",1,1,"No I in Beer","single","13YmWQJFwgZrd4bf5IjMY4","5UMjPT47GpOwkUo6e99R3s","2020-04-15",2020,216489,0.498,0.901,9,"A","A major",1,"major",4,-4.372,0.0459,0.00626,9.46e-06,0.337,0.809,83.999
87,2011,"luke bryan","luke bryan","i dont want this night to end","i dont want this night to end",5,1,"Tailgates & Tanlines","album","0BvkDsjIUla7X0k6CSWh1I","1hsvGdqzYUSb2s19xKp1wX","2011-01-01",2011,219973,0.616,0.728,9,"A","A minor",0,"minor",4,-4.02,0.0278,0.0275,0,0.228,0.375,111.934
87,2012,"darius rucker","darius rucker","true believers","true believers",1,1,"True Believers","album","7FY5V3XMwlNBPitEjXowHQ","1r5kIJWlpoxQPk7X4RF2iA","2013-01-01",2013,244720,0.591,0.749,7,"G","G major",1,"major",4,-6.47,0.0453,0.018,1.52e-05,0.116,0.361,117.969
87,2013,"the henningsens","the henningsens","american beautiful","american beautiful",1,1,"The Henningsens EP","single","5I94i3AXDxFsSCyRuSn7fN","6C1BUMo3Eq3Xudv2Oo2CLr","2013-05-27",2013,187400,0.679,0.797,1,"C#","C# major",1,"major",4,-4.188,0.0308,0.0141,7.16e-05,0.24,0.816,120.001
87,2014,"randy houser","randy houser","like a cowboy","like a cowboy",8,1,"How Country Feels","album","56x8mYvS3cyDGAi8N2FxbB","2eQQ7YHhROyqSPiMrTOuum","2013-01-22",2013,262133,0.511,0.687,1,"C#","C# major",1,"major",4,-4.328,0.0326,0.254,2.49e-06,0.108,0.172,139.995
87,2015,"josh turner","josh turner","lay low","lay low",10,1,"Deep South","album","7vCtweS8UVAXTyau2j0rDT","19nCu6fXCrPTwlBTMtjzrB","2017-03-10",2017,262040,0.632,0.672,11,"B","B major",1,"major",4,-5.989,0.0285,0.0745,7.07e-05,0.12,0.368,109.013
87,2016,"chris young featuring vince gill","chris young","sober saturday night","sober saturday night feat vince gill",8,1,"I'm Comin' Over","album","4BYxqVkZyFjtik7crYLg5Q","081t95JRuDUrQYSS3h8iKk","2015-11-13",2015,194560,0.477,0.672,1,"C#","C# major",1,"major",4,-5.234,0.0306,0.049,0,0.355,0.263,139.864
87,2017,"chris janson","chris janson","holdin her","holdin her",4,1,"Buy Me a Boat","album","60gmlHZmT16wiO9GiXKYK9","1YmT3bHeND3IQQ1WLH03jQ","2015-10-30",2015,244546,0.3,0.574,2,"D","D major",1,"major",5,-5.126,0.0316,0.426,2.27e-05,0.0939,0.387,95.712
87,2018,"scotty mccreery","scotty mccreery","this is it","this is it",6,1,"Seasons Change","album","6ZV6lGY0prbqpTD0Md8i29","74CEfiZthUGX5yUNNUM4bj","2018-01-12",2018,230973,0.579,0.511,8,"G#","G# major",1,"major",4,-6.788,0.0293,0.254,0,0.099,0.594,78.003
